Season,Week,Running_Order,Celebrity,Ballroom_Partner,Couple,Dance_Style,Weekly_Bottom_Two_Status
6,3,1,Marlee & Fabian,,Marlee & Fabian,Jive,Safe
6,3,2,Steve & Anna,,Steve & Anna,Tango,Eliminated
6,3,3,Cristián & Cheryl,,Cristián & Cheryl,Jive,Safe
6,3,4,Mario & Karina,,Mario & Karina,Tango,Safe
6,3,5,Shannon & Derek,,Shannon & Derek,Jive,Safe
6,3,6,Adam & Julianne,,Adam & Julianne,Tango,Safe
6,3,7,Marissa & Tony,,Marissa & Tony,Jive,Safe
6,3,8,Priscilla & Louis,,Priscilla & Louis,Tango,Safe
6,3,9,Jason & Edyta,,Jason & Edyta,Jive,Safe
6,3,10,Kristi & Mark,,Kristi & Mark,Tango,Safe
6,4,1,Kristi & Mark,,Kristi & Mark,Paso doble,Safe
6,4,2,Priscilla & Louis,,Priscilla & Louis,Viennese waltz,Bottom Two
6,4,3,Adam & Julianne,,Adam & Julianne,Paso doble,Eliminated
6,4,4,Marlee & Fabian,,Marlee & Fabian,Viennese waltz,Safe
6,4,5,Mario & Karina,,Mario & Karina,Paso doble,Safe
6,4,6,Jason & Edyta,,Jason & Edyta,Viennese waltz,Safe
6,4,7,Cristián & Cheryl,,Cristián & Cheryl,Paso doble,Safe
6,4,8,Shannon & Derek,,Shannon & Derek,Viennese waltz,Safe
6,4,9,Marissa & Tony,,Marissa & Tony,Paso doble,Safe
6,5,1,Mario & Karina,,Mario & Karina,Samba,Safe
6,5,2,Priscilla & Louis,,Priscilla & Louis,Rumba,Eliminated
6,5,3,Marissa & Tony,,Marissa & Tony,Samba,Safe
6,5,4,Cristián & Cheryl,,Cristián & Cheryl,Rumba,Bottom Two
6,5,5,Marlee & Fabian,,Marlee & Fabian,Samba,Safe
6,5,6,Kristi & Mark,,Kristi & Mark,Rumba,Safe
6,5,7,Shannon & Derek,,Shannon & Derek,Samba,Safe
6,5,8,Jason & Edyta,,Jason & Edyta,Rumba,Safe
6,6,1,Jason & Edyta,,Jason & Edyta,Cha-cha-cha,Safe
6,6,2,Shannon & Derek,,Shannon & Derek,Rumba,Safe
6,6,3,Marlee & Fabian,,Marlee & Fabian,Mambo,Eliminated
6,6,4,Cristián & Cheryl,,Cristián & Cheryl,Foxtrot,Safe
6,6,5,Marissa & Tony,,Marissa & Tony,Viennese waltz,Safe
6,6,6,Kristi & Mark,,Kristi & Mark,Jive,Safe
6,6,7,Mario & Karina,,Mario & Karina,Rumba,Bottom Two
6,6,8,Cristian & Cheryl,Jason & Edyta,Cristian & Cheryl / Jason & Edyta / Kristi & Mark / Mario & Karina / Marissa & Tony / Marlee & Fabian / Shannon & Derek,Group Two-step,Bottom Two
6,7,1,Marissa & Tony,,Marissa & Tony,Tango,Bottom Two
6,7,1,Marissa & Tony,,Marissa & Tony,,Bottom Two
6,7,2,Cristián & Cheryl,,Cristián & Cheryl,Viennese waltz,Safe
6,7,2,Cristián & Cheryl,,Cristián & Cheryl,,Safe
6,7,3,Kristi & Mark,,Kristi & Mark,Viennese waltz,Safe
6,7,3,Kristi & Mark,,Kristi & Mark,,Safe
6,7,4,Mario & Karina,,Mario & Karina,Foxtrot,Safe
6,7,4,Mario & Karina,,Mario & Karina,,Safe
6,7,5,Shannon & Derek,,Shannon & Derek,Tango,Eliminated
6,7,5,Shannon & Derek,,Shannon & Derek,,Eliminated
6,7,6,Jason & Edyta,,Jason & Edyta,Quickstep,Safe
6,7,6,Jason & Edyta,,Jason & Edyta,,Safe
6,8,1,Kristi & Mark,,Kristi & Mark,Quickstep,Safe
6,8,1,Kristi & Mark,,Kristi & Mark,,Safe
6,8,2,Mario & Karina,,Mario & Karina,Viennese waltz,Eliminated
6,8,2,Mario & Karina,,Mario & Karina,,Eliminated
6,8,3,Marissa & Tony,,Marissa & Tony,Foxtrot,Safe
6,8,3,Marissa & Tony,,Marissa & Tony,,Safe
6,8,4,Jason & Edyta,,Jason & Edyta,Tango,Safe
6,8,4,Jason & Edyta,,Jason & Edyta,,Safe
6,8,5,Cristián & Cheryl,,Cristián & Cheryl,Tango,Safe
6,8,5,Cristián & Cheryl,,Cristián & Cheryl,,Safe
6,9,1,Jason & Edyta,,Jason & Edyta,Foxtrot,Safe
6,9,1,Jason & Edyta,,Jason & Edyta,,Safe
6,9,2,Marissa & Tony,,Marissa & Tony,Quickstep,Eliminated
6,9,2,Marissa & Tony,,Marissa & Tony,,Eliminated
6,9,3,Cristián & Cheryl,,Cristián & Cheryl,Viennese waltz,Safe
6,9,3,Cristián & Cheryl,,Cristián & Cheryl,,Safe
6,9,4,Kristi & Mark,,Kristi & Mark,Tango,Safe
6,9,4,Kristi & Mark,,Kristi & Mark,,Safe
6,10,1,Cristián & Cheryl,,Cristián & Cheryl,Group Cha-cha-cha,
6,10,2,Jason & Edyta,,Jason & Edyta,,
6,10,3,Kristi & Mark,,Kristi & Mark,,
6,10,3,Kristi & Mark,,Kristi & Mark,Freestyle,Safe
6,10,4,Jason & Edyta,,Jason & Edyta,Freestyle,Safe
6,10,5,Cristián & Cheryl,,Cristián & Cheryl,Freestyle,Eliminated
6,10,1,Kristi & Mark,,Kristi & Mark,Jive,Winners
6,10,2,Jason & Edyta,,Jason & Edyta,Quickstep,Runners-Up
7,1,1,Cody & Julianne,,Cody & Julianne,Cha-cha-cha,
7,1,2,Rocco & Karina,,Rocco & Karina,Foxtrot,
7,1,3,Toni & Alec,,Toni & Alec,Cha-cha-cha,
7,1,4,Maurice & Cheryl,,Maurice & Cheryl,Foxtrot,
7,1,5,Brooke & Derek,,Brooke & Derek,Cha-cha-cha,
7,1,6,Ted & Inna,,Ted & Inna,Foxtrot,
7,1,7,Lance & Lacey,,Lance & Lacey,Cha-cha-cha,
7,1,8,Cloris & Corky,,Cloris & Corky,Foxtrot,
7,1,9,Jeffrey & Edyta,,Jeffrey & Edyta,Cha-cha-cha,
7,1,10,Kim & Mark,,Kim & Mark,Foxtrot,
7,1,11,Susan & Tony,,Susan & Tony,Cha-cha-cha,
7,1,12,Misty & Maks,,Misty & Maks,Foxtrot,
7,1,13,Warren & Kym,,Warren & Kym,Cha-cha-cha,
7,1,1,Lance & Lacey,,Lance & Lacey,Quickstep,Safe
7,1,2,Misty & Maks,,Misty & Maks,Mambo,Safe
7,1,3,Maurice & Cheryl,,Maurice & Cheryl,Mambo,Safe
7,1,4,Brooke & Derek,,Brooke & Derek,Quickstep,Safe
7,1,5,Cloris & Corky,,Cloris & Corky,Mambo,Safe
7,1,6,Toni & Alec,,Toni & Alec,Quickstep,Safe
7,1,7,Warren & Kym,,Warren & Kym,Quickstep,Safe
7,1,8,Ted & Inna,,Ted & Inna,Mambo,Eliminated
7,1,9,Cody & Julianne,,Cody & Julianne,Quickstep,Safe
7,1,10,Rocco & Karina,,Rocco & Karina,Mambo,Safe
7,1,11,Susan & Tony,,Susan & Tony,Quickstep,Safe
7,1,12,Kim & Mark,,Kim & Mark,Mambo,Safe
7,1,13,Jeffrey & Edyta,,Jeffrey & Edyta,Quickstep,Eliminated
7,2,1,Toni & Alec,,Toni & Alec,Rumba,Safe
7,2,2,Brooke & Derek,,Brooke & Derek,Paso doble,Safe
7,2,3,Rocco & Karina,,Rocco & Karina,Rumba,Safe
7,2,4,Lance & Lacey,,Lance & Lacey,Paso doble,Safe
7,2,5,Kim & Mark,,Kim & Mark,Rumba,Eliminated
7,2,6,Misty & Maks,,Misty & Maks,Paso doble,Safe
7,2,7,Maurice & Cheryl,,Maurice & Cheryl,Rumba,Safe
7,2,8,Cloris & Corky,,Cloris & Corky,Paso doble,Safe
7,2,9,Susan & Tony,,Susan & Tony,Rumba,Safe
7,2,10,Warren & Kym,,Warren & Kym,Paso doble,Safe
7,2,11,Cody & Julianne,,Cody & Julianne,Rumba,Safe
7,3,1,Susan & Tony,,Susan & Tony,Jive,
7,3,2,Lance & Lacey,,Lance & Lacey,Viennese waltz,
7,3,3,Maurice & Cheryl,,Maurice & Cheryl,Jive,
7,3,4,Rocco & Karina,,Rocco & Karina,Viennese waltz,
7,3,5,Warren & Kym,,Warren & Kym,Viennese waltz,
7,3,6,Cody & Julianne,,Cody & Julianne,Jive,
7,3,7,Toni & Alec,,Toni & Alec,Viennese waltz,
7,3,8,Cloris & Corky,,Cloris & Corky,Jive,
7,3,9,Brooke & Derek,,Brooke & Derek,Viennese waltz,
7,4,1,Maurice & Cheryl,,Maurice & Cheryl,Samba,Safe
7,4,2,Cody & Julianne,,Cody & Julianne,Tango,Safe
7,4,3,Toni & Alec,,Toni & Alec,Samba,Safe
7,4,4,Cloris & Corky,,Cloris & Corky,Tango,Bottom Two
7,4,5,Rocco & Karina,,Rocco & Karina,Samba,Eliminated
7,4,6,Susan & Tony,,Susan & Tony,Tango,Safe
7,4,7,Brooke & Derek,,Brooke & Derek,Samba,Safe
7,4,8,Lance & Lacey,,Lance & Lacey,Tango,Safe
7,4,9,Warren & Kym,,Warren & Kym,Samba,Safe
7,5,1,Lance & Lacey,,Lance & Lacey,West Coast Swing,Safe
7,5,2,Toni & Alec,,Toni & Alec,West Coast Swing,Eliminated
7,5,3,Susan & Tony,,Susan & Tony,Hustle,Bottom Two
7,5,4,Warren & Kym,,Warren & Kym,Hustle,Safe
7,5,5,Cloris & Corky,,Cloris & Corky,Salsa,Safe
7,5,6,Maurice & Cheryl,,Maurice & Cheryl,Salsa,Safe
7,5,7,Brooke & Derek,,Brooke & Derek,Jitterbug,Safe
7,5,8,Cody & Julianne,,Cody & Julianne,Jitterbug,Safe
7,6,1,Maurice & Cheryl,,Maurice & Cheryl,Viennese waltz,Safe
7,6,2,Lance & Lacey,,Lance & Lacey,Jive,Safe
7,6,3,Susan & Tony,,Susan & Tony,Mambo,Safe
7,6,4,Brooke & Derek,,Brooke & Derek,Rumba,Safe
7,6,5,Cloris & Corky,,Cloris & Corky,Cha-cha-cha,Eliminated
7,6,6,Cody & Julianne,,Cody & Julianne,Samba,Safe
7,6,7,Warren & Kym,,Warren & Kym,Rumba,Safe
7,6,8,Brooke & Derek,Cloris & Corky,Brooke & Derek / Cloris & Corky / Cody & Julianne / Lance & Lacey / Maurice & Cheryl / Susan & Tony / Warren & Kym,Group Hip-hop,Safe
7,7,1,Warren & Kym,,Warren & Kym,Foxtrot,Safe
7,7,2,Susan & Tony,,Susan & Tony,Paso doble,Eliminated
7,7,3,Maurice & Cheryl,,Maurice & Cheryl,Cha-cha-cha,Safe
7,7,4,Cody & Edyta,,Cody & Edyta,Viennese waltz,Safe
7,7,5,Lance & Lacey,,Lance & Lacey,Rumba,Safe
7,7,6,Brooke & Derek,,Brooke & Derek,Foxtrot,Safe
7,7,7,Cody & Edyta,Lance & Lacey,Cody & Edyta / Lance & Lacey / Susan & Tony,Team Cha-cha-cha,Safe
7,7,8,Brooke & Derek,Maurice & Cheryl,Brooke & Derek / Maurice & Cheryl / Warren & Kym,Team Paso doble,Safe
7,8,1,Cody & Edyta,,Cody & Edyta,Foxtrot,Safe
7,8,1,Cody & Edyta,,Cody & Edyta,,Safe
7,8,2,Brooke & Derek,,Brooke & Derek,Tango,Safe
7,8,2,Brooke & Derek,,Brooke & Derek,,Safe
7,8,3,Maurice & Cheryl,,Maurice & Cheryl,Quickstep,Eliminated
7,8,3,Maurice & Cheryl,,Maurice & Cheryl,,Eliminated
7,8,4,Lance & Lacey,,Lance & Lacey,Foxtrot,Safe
7,8,4,Lance & Lacey,,Lance & Lacey,,Safe
7,8,5,Warren & Kym,,Warren & Kym,Tango,Safe
7,8,5,Warren & Kym,,Warren & Kym,,Safe
7,9,1,Brooke & Derek,,Brooke & Derek,Jive,Safe
7,9,1,Brooke & Derek,,Brooke & Derek,,Safe
7,9,2,Cody & Julianne,,Cody & Julianne,Paso doble,Eliminated
7,9,2,Cody & Julianne,,Cody & Julianne,,Eliminated
7,9,3,Warren & Kym,,Warren & Kym,Mambo,Safe
7,9,3,Warren & Kym,,Warren & Kym,,Safe
7,9,4,Lance & Lacey,,Lance & Lacey,Mambo,Safe
7,9,4,Lance & Lacey,,Lance & Lacey,,Safe
7,10,1,Brooke & Derek,,Brooke & Derek,Group Samba,
7,10,2,Lance & Lacey,,Lance & Lacey,,
7,10,3,Warren & Kym,,Warren & Kym,,
7,10,4,Brooke & Derek,,Brooke & Derek,Freestyle,
7,10,5,Lance & Lacey,,Lance & Lacey,Freestyle,
7,10,6,Warren & Kym,,Warren & Kym,Freestyle,
7,10,1,Warren & Kym,,Warren & Kym,Hustle,Runners-Up
7,10,2,Lance & Lacey,,Lance & Lacey,Jitterbug,Third Place
7,10,3,Brooke & Derek,,Brooke & Derek,Viennese waltz,Winners
8,1,1,Lil' Kim & Derek,,Lil' Kim & Derek,Cha-cha-cha,
8,1,2,Belinda & Jonathan,,Belinda & Jonathan,Waltz,
8,1,3,Lawrence & Edyta,,Lawrence & Edyta,Cha-cha-cha,
8,1,4,Steve-O & Lacey,,Steve-O & Lacey,Waltz,
8,1,5,Gilles & Cheryl,,Gilles & Cheryl,Cha-cha-cha,
8,1,6,Chuck & Julianne,,Chuck & Julianne,Waltz,
8,1,7,Holly & Dmitry,,Holly & Dmitry,Cha-cha-cha,
8,1,8,Ty & Chelsie,,Ty & Chelsie,Cha-cha-cha,
8,1,9,Shawn & Mark,,Shawn & Mark,Waltz,
8,1,10,Steve & Karina,,Steve & Karina,Cha-cha-cha,
8,1,11,David & Kym,,David & Kym,Waltz,
8,1,12,Denise & Maks,,Denise & Maks,Cha-cha-cha,
8,1,13,Melissa & Tony,,Melissa & Tony,Waltz,
8,2,1,Holly & Dmitry,,Holly & Dmitry,Quickstep,Safe
8,2,2,David & Kym,,David & Kym,Salsa,Safe
8,2,3,Denise & Maks,,Denise & Maks,Quickstep,Safe
8,2,4,Belinda & Jonathan,,Belinda & Jonathan,Salsa,Bottom Two
8,2,5,Ty & Chelsie,,Ty & Chelsie,Quickstep,Safe
8,2,6,Shawn & Mark,,Shawn & Mark,Salsa,Safe
8,2,7,Steve & Karina,,Steve & Karina,Quickstep,Bottom Two
8,2,8,Chuck & Julianne,,Chuck & Julianne,Salsa,Safe
8,2,9,Lawrence & Edyta,,Lawrence & Edyta,Quickstep,Safe
8,2,10,Steve-O & Lacey,,Steve-O & Lacey,Salsa,Safe
8,2,11,Lil' Kim & Derek,,Lil' Kim & Derek,Quickstep,Safe
8,2,12,Melissa & Tony,,Melissa & Tony,Salsa,Safe
8,2,13,Gilles & Cheryl,,Gilles & Cheryl,Quickstep,Safe
8,2,1,Belinda & Jonathan,,Belinda & Jonathan,Salsa,Eliminated
8,2,2,Steve & Karina,,Steve & Karina,Quickstep,Safe
8,3,1,Denise & Maks,,Denise & Maks,Samba,Bottom Two
8,3,2,Chuck & Julianne,,Chuck & Julianne,Foxtrot,Safe
8,3,3,Holly & Dmitry,,Holly & Dmitry,Samba,Bottom Two
8,3,4,Steve-O & Lacey,,Steve-O & Lacey,Foxtrot,Safe
8,3,5,Lawrence & Edyta,,Lawrence & Edyta,Samba,Safe
8,3,6,Shawn & Mark,,Shawn & Mark,Foxtrot,Safe
8,3,7,Gilles & Cheryl,,Gilles & Cheryl,Samba,Safe
8,3,8,David & Kym,,David & Kym,Foxtrot,Safe
8,3,9,Steve & Karina,,Steve & Karina,Samba,Safe
8,3,10,Melissa & Tony,,Melissa & Tony,Foxtrot,Safe
8,3,11,Lil' Kim & Derek,,Lil' Kim & Derek,Samba,Safe
8,3,12,Ty & Chelsie,,Ty & Chelsie,Foxtrot,Safe
8,3,1,Holly & Dmitry,,Holly & Dmitry,Samba,Safe
8,3,2,Denise & Maks,,Denise & Maks,Samba,Eliminated
8,4,1,David & Kym,,David & Kym,Lindy Hop,Safe
8,4,2,Lil' Kim & Derek,,Lil' Kim & Derek,Argentine tango,Safe
8,4,3,Chuck & Julianne,,Chuck & Julianne,Lindy Hop,Safe
8,4,4,Lawrence & Edyta,,Lawrence & Edyta,Argentine tango,Safe
8,4,5,Ty & Chelsie,,Ty & Chelsie,Lindy Hop,Safe
8,4,6,Steve & Karina,,Steve & Karina,Argentine tango,Eliminated
8,4,7,Melissa & Tony,,Melissa & Tony,Lindy Hop,Safe
8,4,8,Holly & Dmitry,,Holly & Dmitry,Argentine tango,Eliminated
8,4,9,Steve-O & Lacey,,Steve-O & Lacey,Lindy Hop,Bottom Three
8,4,10,Gilles & Cheryl,,Gilles & Cheryl,Argentine tango,Safe
8,4,11,Shawn & Mark,,Shawn & Mark,Lindy Hop,Safe
8,5,1,Chuck & Julianne,,Chuck & Julianne,Viennese waltz,Safe
8,5,2,Lawrence & Edyta,,Lawrence & Edyta,Paso doble,Bottom Two
8,5,3,Shawn & Mark,,Shawn & Mark,Viennese waltz,Safe
8,5,4,Melissa & Tony,,Melissa & Tony,Paso doble,Safe
8,5,5,David & Kym,,David & Kym,Viennese waltz,Bottom Two
8,5,6,Gilles & Cheryl,,Gilles & Cheryl,Paso doble,Safe
8,5,7,Steve-O & Lacey,,Steve-O & Lacey,Viennese waltz,Safe
8,5,8,Ty & Chelsie,,Ty & Chelsie,Paso doble,Safe
8,5,9,Lil' Kim & Derek,,Lil' Kim & Derek,Viennese waltz,Safe
8,5,1,David & Kym,,David & Kym,Viennese waltz,Eliminated
8,5,2,Lawrence & Edyta,,Lawrence & Edyta,Paso doble,Safe
8,6,1,Ty & Chelsie,,Ty & Chelsie,Jive,Safe
8,6,2,Shawn & Mark,,Shawn & Mark,Rumba,Safe
8,6,3,Lawrence & Edyta,,Lawrence & Edyta,Jive,Safe
8,6,4,Melissa & Tony,,Melissa & Tony,Rumba,Safe
8,6,5,Lil' Kim & Derek,,Lil' Kim & Derek,Jive,Safe
8,6,6,Steve-O & Lacey,,Steve-O & Lacey,Rumba,Eliminated
8,6,7,Gilles & Cheryl,,Gilles & Cheryl,Jive,Safe
8,6,8,Chuck & Julianne,,Chuck & Julianne,Rumba,Safe
8,7,1,Melissa & Tony,,Melissa & Tony,Argentine tango,Safe
8,7,2,Lawrence & Edyta,,Lawrence & Edyta,Waltz,Eliminated
8,7,3,Lil' Kim & Derek,,Lil' Kim & Derek,Rumba,Safe
8,7,4,Chuck & Julianne,,Chuck & Julianne,Samba,Safe
8,7,5,Ty & Chelsie,,Ty & Chelsie,Waltz,Safe
8,7,6,Shawn & Mark,,Shawn & Mark,Cha-cha-cha,Safe
8,7,7,Gilles & Cheryl,,Gilles & Cheryl,Viennese waltz,Safe
8,7,8,Chuck & Julianne,Gilles & Cheryl,Chuck & Julianne / Gilles & Cheryl / Lawrence & Edyta / Lil' Kim & Derek / Melissa & Tony / Shawn & Mark / Ty & Chelsie,Group Swing,Safe
8,8,1,Gilles & Cheryl,,Gilles & Cheryl,Lindy Hop,Safe
8,8,2,Lil' Kim & Derek,,Lil' Kim & Derek,Paso doble,Safe
8,8,3,Chuck & Julianne,,Chuck & Julianne,Cha-cha-cha,Eliminated
8,8,4,Shawn & Mark,,Shawn & Mark,Samba,Safe
8,8,5,Melissa & Tony,,Melissa & Tony,Jive,Safe
8,8,6,Ty & Chelsie,,Ty & Chelsie,Salsa,Safe
8,8,7,Chuck & Julianne,Lacey & Tony,Chuck & Julianne / Lacey & Tony / Shawn & Mark,Team Mambo,Safe
8,8,8,Gilles & Cheryl,Lil' Kim & Derek,Gilles & Cheryl / Lil' Kim & Derek / Ty & Chelsie,Team Tango,Safe
8,9,1,Shawn & Mark,,Shawn & Mark,Quickstep,Safe
8,9,1,Shawn & Mark,,Shawn & Mark,,Safe
8,9,2,Ty & Chelsie,,Ty & Chelsie,Argentine tango,Bottom Two
8,9,2,Ty & Chelsie,,Ty & Chelsie,,Bottom Two
8,9,3,Lil' Kim & Derek,,Lil' Kim & Derek,Waltz,Eliminated
8,9,3,Lil' Kim & Derek,,Lil' Kim & Derek,,Eliminated
8,9,4,Gilles & Cheryl,,Gilles & Cheryl,Foxtrot,Safe
8,9,4,Gilles & Cheryl,,Gilles & Cheryl,,Safe
8,9,5,Melissa & Tony,,Melissa & Tony,Viennese waltz,Safe
8,9,5,Melissa & Tony,,Melissa & Tony,,Safe
8,10,1,Melissa & Tony,,Melissa & Tony,Quickstep,Safe
8,10,1,Melissa & Tony,,Melissa & Tony,,Safe
8,10,2,Gilles & Cheryl,,Gilles & Cheryl,Waltz,Safe
8,10,2,Gilles & Cheryl,,Gilles & Cheryl,,Safe
8,10,3,Shawn & Mark,,Shawn & Mark,Argentine tango,Safe
8,10,3,Shawn & Mark,,Shawn & Mark,,Safe
8,10,4,Ty & Chelsie,,Ty & Chelsie,Viennese waltz,Eliminated
8,10,4,Ty & Chelsie,,Ty & Chelsie,,Eliminated
8,11,1,Shawn & Mark,,Shawn & Mark,Group Paso doble,
8,11,2,Melissa & Tony,,Melissa & Tony,,
8,11,3,Gilles & Cheryl,,Gilles & Cheryl,,
8,11,4,Shawn & Mark,,Shawn & Mark,Freestyle,
8,11,5,Melissa & Tony,,Melissa & Tony,Freestyle,
8,11,6,Gilles & Cheryl,,Gilles & Cheryl,Freestyle,
8,11,1,Shawn & Mark,,Shawn & Mark,Cha-cha-cha,Winners
8,11,2,Melissa & Tony,,Melissa & Tony,Samba,Third Place
8,11,3,Gilles & Cheryl,,Gilles & Cheryl,Argentine tango,Runners-Up
9,1,1,Aaron & Karina,,Aaron & Karina,Cha-cha-cha,Safe
9,1,2,Chuck & Anna T.,,Chuck & Anna T.,Foxtrot,Safe
9,1,3,Mark & Lacey,,Mark & Lacey,Cha-cha-cha,Safe
9,1,4,Ashley & Edyta,,Ashley & Edyta,Foxtrot,Eliminated
9,1,5,Donny & Kym,,Donny & Kym,Foxtrot,Safe
9,1,6,Louie & Chelsie,,Louie & Chelsie,Foxtrot,Safe
9,1,7,Michael & Anna D.,,Michael & Anna D.,Cha-cha-cha,Safe
9,1,8,Tom & Cheryl,,Tom & Cheryl,Cha-cha-cha,Safe
9,1,9,Donny & Kym,,Donny & Kym,Salsa Relay,Safe
9,1,10,Louie & Chelsie,,Louie & Chelsie,,Safe
9,1,11,Chuck & Anna T.,,Chuck & Anna T.,,Safe
9,1,12,Ashley & Edyta,,Ashley & Edyta,,Safe
9,1,13,Aaron & Karina,,Aaron & Karina,Viennese waltz Relay,Safe
9,1,14,Mark & Lacey,,Mark & Lacey,,Safe
9,1,15,Michael & Anna D.,,Michael & Anna D.,,Safe
9,1,16,Tom & Cheryl,,Tom & Cheryl,,Safe
9,1,1,Debi & Maks,,Debi & Maks,Salsa,Safe
9,1,2,Melissa & Mark,,Melissa & Mark,Viennese waltz,Safe
9,1,3,Mýa & Dmitry,,Mýa & Dmitry,Viennese waltz,Safe
9,1,4,Kathy & Tony,,Kathy & Tony,Salsa,Safe
9,1,5,Natalie & Alec,,Natalie & Alec,Salsa,Safe
9,1,6,Macy & Jonathan,,Macy & Jonathan,Viennese waltz,Eliminated
9,1,7,Joanna & Derek,,Joanna & Derek,Salsa,Safe
9,1,8,Kelly & Louis,,Kelly & Louis,Viennese waltz,Safe
9,1,9,Joanna & Derek,,Joanna & Derek,Foxtrot Relay,Safe
9,1,10,Natalie & Alec,,Natalie & Alec,,Safe
9,1,11,Debi & Maks,,Debi & Maks,,Safe
9,1,12,Kathy & Tony,,Kathy & Tony,,Safe
9,1,13,Mýa & Dmitry,,Mýa & Dmitry,Cha-cha-cha Relay,Safe
9,1,14,Kelly & Louis,,Kelly & Louis,,Safe
9,1,15,Melissa & Mark,,Melissa & Mark,,Safe
9,1,16,Macy & Jonathan,,Macy & Jonathan,,Safe
9,2,1,Joanna & Derek,,Joanna & Derek,Jive,Safe
9,2,2,Natalie & Alec,,Natalie & Alec,Quickstep,Safe
9,2,3,Chuck & Anna T.,,Chuck & Anna T.,Tango,Safe
9,2,4,Melissa & Mark,,Melissa & Mark,Jive,Safe
9,2,5,Michael & Anna D.,,Michael & Anna D.,Quickstep,Safe
9,2,6,Debi & Maks,,Debi & Maks,Tango,Bottom Two
9,2,7,Louie & Chelsie,,Louie & Chelsie,Jive,Safe
9,2,8,Aaron & Karina,,Aaron & Karina,Quickstep,Safe
9,2,9,Kelly & Louis,,Kelly & Louis,Tango,Safe
9,2,10,Kathy & Tony,,Kathy & Tony,Quickstep,Eliminated
9,2,11,Mark & Lacey,,Mark & Lacey,Quickstep,Safe
9,2,12,Mýa & Dmitry,,Mýa & Dmitry,Jive,Safe
9,2,13,Tom & Cheryl,,Tom & Cheryl,Tango,Safe
9,2,14,Donny & Kym,,Donny & Kym,Jive,Safe
9,3,1,Mark & Lacey,,Mark & Lacey,Rumba,Safe
9,3,2,Joanna & Derek,,Joanna & Derek,Samba,Safe
9,3,3,Mýa & Dmitry,,Mýa & Dmitry,Rumba,Safe
9,3,4,Melissa & Mark,,Melissa & Mark,Samba,Safe
9,3,5,Louie & Chelsie,,Louie & Chelsie,Rumba,Safe
9,3,6,Debi & Maks,,Debi & Maks,Samba,Eliminated
9,3,7,Donny & Kym,,Donny & Kym,Rumba,Safe
9,3,8,Michael & Anna D.,,Michael & Anna D.,Samba,Bottom Two
9,3,9,Natalie & Alec,,Natalie & Alec,Rumba,Safe
9,3,10,Chuck & Anna T.,,Chuck & Anna T.,Samba,Safe
9,3,11,Aaron & Karina,,Aaron & Karina,Rumba,Safe
9,3,12,Tom & Cheryl,,Tom & Cheryl,Samba,Withdrew
9,3,13,Kelly & Louis,,Kelly & Louis,Samba,Safe
9,4,1,Chuck & Anna T.,,Chuck & Anna T.,Two-step,Eliminated
9,4,2,Melissa & Mark,,Melissa & Mark,Charleston,Safe
9,4,3,Natalie & Alec,,Natalie & Alec,Bolero,Safe
9,4,4,Aaron & Karina,,Aaron & Karina,Lambada,Bottom Two
9,4,5,Mark & Lacey,,Mark & Lacey,Two-step,Safe
9,4,6,Kelly & Louis,,Kelly & Louis,Charleston,Safe
9,4,7,Joanna & Derek,,Joanna & Derek,Lambada,Safe
9,4,8,Donny & Kym,,Donny & Kym,Charleston,Safe
9,4,9,Michael & Anna D.,,Michael & Anna D.,Bolero,Safe
9,4,10,Louie & Chelsie,,Louie & Chelsie,Two-step,Safe
9,4,11,Mýa & Dmitry,,Mýa & Dmitry,Lambada,Safe
9,5,1,Natalie & Alec,,Natalie & Alec,Paso doble,Eliminated
9,5,2,Aaron & Karina,,Aaron & Karina,Argentine tango,Bottom Two
9,5,3,Michael & Anna D.,,Michael & Anna D.,Paso doble,Safe
9,5,4,Mýa & Dmitry,,Mýa & Dmitry,Argentine tango,Safe
9,5,5,Mark & Lacey,,Mark & Lacey,Paso doble,Safe
9,5,6,Donny & Kym,,Donny & Kym,Argentine tango,Safe
9,5,7,Louie & Chelsie,,Louie & Chelsie,Argentine tango,Safe
9,5,8,Melissa & Mark,,Melissa & Mark,Argentine tango,Safe
9,5,9,Kelly & Louis,,Kelly & Louis,Paso doble,Safe
9,5,10,Joanna & Maks,,Joanna & Maks,Argentine tango,Safe
9,5,11,Aaron & Karina,Donny & Kym,Aaron & Karina / Donny & Kym / Joanna & Maks / Kelly & Louis / Louie & Chelsie / Mark & Lacey / Melissa & Mark / Michael & Anna D. / Mýa & Dmitry / Natalie & Alec,Group Hustle,Safe
9,6,1,Mýa & Dmitry,,Mýa & Dmitry,Jitterbug,Safe
9,6,2,Melissa & Mark,,Melissa & Mark,Waltz,Eliminated
9,6,3,Mark & Lacey,,Mark & Lacey,Jitterbug,Safe
9,6,4,Aaron & Karina,,Aaron & Karina,Waltz,Safe
9,6,5,Michael & Anna D.,,Michael & Anna D.,Waltz,Bottom Three
9,6,6,Kelly & Louis,,Kelly & Louis,Jitterbug,Safe
9,6,7,Louie & Chelsie,,Louie & Chelsie,Jitterbug,Bottom Three
9,6,8,Joanna & Derek,,Joanna & Derek,Waltz,Safe
9,6,9,Donny & Kym,,Donny & Kym,Jitterbug,Safe
