Season,Week,Running_Order,Celebrity,Ballroom_Partner,Couple,Dance_Style,Weekly_Bottom_Two_Status
10,6,6,Nicole & Derek,,Nicole & Derek,Samba,Safe
10,6,7,Pamela & Damian,,Pamela & Damian,Argentine tango,Safe
10,6,8,Jake & Chelsie,,Jake & Chelsie,Swing Marathon,Safe
10,6,9,Niecy & Louis,,Niecy & Louis,,Safe
10,6,10,Evan & Anna,,Evan & Anna,,Safe
10,6,11,Chad & Cheryl,,Chad & Cheryl,,Safe
10,6,12,Pamela & Damian,,Pamela & Damian,,Safe
10,6,13,Erin & Maks,,Erin & Maks,,Safe
10,6,14,Nicole & Derek,,Nicole & Derek,,Safe
10,7,1,Erin & Maks,,Erin & Maks,Quickstep,Bottom Two
10,7,2,Chad & Cheryl,,Chad & Cheryl,Viennese waltz,Safe
10,7,3,Nicole & Derek,,Nicole & Derek,Waltz,Safe
10,7,4,Pamela & Damian,,Pamela & Damian,Waltz,Eliminated
10,7,5,Niecy & Louis,,Niecy & Louis,Quickstep,Safe
10,7,6,Evan & Anna,,Evan & Anna,Argentine tango,Safe
10,7,7,Chad & Cheryl,Nicole & Derek,Chad & Cheryl / Nicole & Derek / Pamela & Damian,Cha-cha-cha (Team Gaga),Safe
10,7,8,Erin & Maks,Evan & Anna,Erin & Maks / Evan & Anna / Niecy & Louis,Cha-cha-cha (Team Madonna),Safe
10,8,1,Chad & Cheryl,,Chad & Cheryl,Tango,Safe
10,8,1,Chad & Cheryl,,Chad & Cheryl,""" Love Man "" — Otis Redding",Safe
10,8,2,Niecy & Louis,,Niecy & Louis,Viennese waltz,Eliminated
10,8,2,Niecy & Louis,,Niecy & Louis,""" Rhythm is a Dancer "" — Snap!",Eliminated
10,8,3,Erin & Maks,,Erin & Maks,Argentine tango,Safe
10,8,3,Erin & Maks,,Erin & Maks,""" Missing You "" — John Waite",Safe
10,8,4,Evan & Anna,,Evan & Anna,Waltz,Safe
10,8,4,Evan & Anna,,Evan & Anna,""" Bulletproof "" — La Roux",Safe
10,8,5,Nicole & Derek,,Nicole & Derek,Foxtrot,Safe
10,8,5,Nicole & Derek,,Nicole & Derek,""" Spanish Guitar "" — Bo Diddley",Safe
10,9,1,Erin & Maks,,Erin & Maks,Viennese waltz,Safe
10,9,1,Erin & Maks,,Erin & Maks,,Safe
10,9,2,Nicole & Derek,,Nicole & Derek,Argentine tango,Safe
10,9,2,Nicole & Derek,,Nicole & Derek,,Safe
10,9,3,Chad & Cheryl,,Chad & Cheryl,Waltz,Eliminated
10,9,3,Chad & Cheryl,,Chad & Cheryl,,Eliminated
10,9,4,Evan & Anna,,Evan & Anna,Foxtrot,Safe
10,9,4,Evan & Anna,,Evan & Anna,,Safe
10,10,1,Erin & Maks,,Erin & Maks,Samba,
10,10,1,Erin & Maks,,Erin & Maks,,
10,10,2,Evan & Anna,,Evan & Anna,Viennese waltz,
10,10,2,Evan & Anna,,Evan & Anna,,
10,10,3,Nicole & Derek,,Nicole & Derek,Rumba,
10,10,3,Nicole & Derek,,Nicole & Derek,,
10,10,1,Erin & Maks,,Erin & Maks,Argentine tango,Eliminated
10,10,2,Nicole & Derek,,Nicole & Derek,Argentine tango,Winners
10,10,2,Nicole & Derek,,Nicole & Derek,,Winners
10,10,3,Evan & Anna,,Evan & Anna,Argentine tango,Runners-Up
10,10,3,Evan & Anna,,Evan & Anna,,Runners-Up
11,1,1,Audrina & Tony,,Audrina & Tony,Cha-cha-cha,Safe
11,1,2,Kurt & Anna,,Kurt & Anna,Viennese waltz,Safe
11,1,3,Kyle & Lacey,,Kyle & Lacey,Cha-cha-cha,Safe
11,1,4,Rick & Cheryl,,Rick & Cheryl,Viennese waltz,Safe
11,1,5,Margaret & Louis,,Margaret & Louis,Viennese waltz,Safe
11,1,6,Brandy & Maks,,Brandy & Maks,Viennese waltz,Safe
11,1,7,Bristol & Mark,,Bristol & Mark,Cha-cha-cha,Safe
11,1,8,Florence & Corky,,Florence & Corky,Cha-cha-cha,Safe
11,1,9,Michael & Chelsie,,Michael & Chelsie,Viennese waltz,Safe
11,1,10,The Situation & Karina,,The Situation & Karina,Cha-cha-cha,Safe
11,1,11,Jennifer & Derek,,Jennifer & Derek,Viennese waltz,Safe
11,1,12,David & Kym,,David & Kym,Cha-cha-cha,Eliminated
11,2,1,Rick & Cheryl,,Rick & Cheryl,Jive,Safe
11,2,2,Florence & Corky,,Florence & Corky,Quickstep,Safe
11,2,3,Brandy & Maks,,Brandy & Maks,Jive,Safe
11,2,4,Michael & Chelsie,,Michael & Chelsie,Jive,Eliminated
11,2,5,Audrina & Tony,,Audrina & Tony,Quickstep,Safe
11,2,6,Jennifer & Derek,,Jennifer & Derek,Jive,Safe
11,2,7,Margaret & Louis,,Margaret & Louis,Jive,Safe
11,2,8,Kyle & Lacey,,Kyle & Lacey,Quickstep,Safe
11,2,9,Kurt & Anna,,Kurt & Anna,Jive,Safe
11,2,10,The Situation & Karina,,The Situation & Karina,Quickstep,Safe
11,2,11,Bristol & Mark,,Bristol & Mark,Quickstep,Safe
11,3,1,Jennifer & Derek,,Jennifer & Derek,Samba,Safe
11,3,2,Florence & Corky,,Florence & Corky,Waltz,Safe
11,3,3,Kurt & Anna,,Kurt & Anna,Foxtrot,Safe
11,3,4,Margaret & Louis,,Margaret & Louis,Samba,Eliminated
11,3,5,Audrina & Tony,,Audrina & Tony,Waltz,Safe
11,3,6,Bristol & Mark,,Bristol & Mark,Foxtrot,Safe
11,3,7,Brandy & Maks,,Brandy & Maks,Samba,Safe
11,3,8,Kyle & Lacey,,Kyle & Lacey,Waltz,Safe
11,3,9,The Situation & Karina,,The Situation & Karina,Foxtrot,Safe
11,3,10,Rick & Cheryl,,Rick & Cheryl,Samba,Safe
11,4,1,Kurt & Anna,,Kurt & Anna,Rumba,Safe
11,4,2,Brandy & Maks,,Brandy & Maks,Rumba,Safe
11,4,3,Rick & Cheryl,,Rick & Cheryl,Argentine tango,Safe
11,4,4,Kyle & Lacey,,Kyle & Lacey,Rumba,Safe
11,4,5,The Situation & Karina,,The Situation & Karina,Argentine tango,Eliminated
11,4,6,Florence & Corky,,Florence & Corky,Rumba,Safe
11,4,7,Jennifer & Derek,,Jennifer & Derek,Argentine tango,Safe
11,4,8,Bristol & Mark,,Bristol & Mark,Rumba,Safe
11,4,9,Audrina & Tony,,Audrina & Tony,Argentine tango,Safe
11,5,1,Brandy & Maks,,Brandy & Maks,Quickstep,Safe
11,5,2,Florence & Corky,,Florence & Corky,Tango,Eliminated
11,5,3,Kurt & Anna,,Kurt & Anna,Quickstep,Safe
11,5,4,Audrina & Tony,,Audrina & Tony,Rumba,Safe
11,5,5,Kyle & Lacey,,Kyle & Lacey,Foxtrot,Safe
11,5,6,Rick & Cheryl,,Rick & Cheryl,Rumba,Safe
11,5,7,Bristol & Mark,,Bristol & Mark,Jive,Safe
11,5,8,Jennifer & Derek,,Jennifer & Derek,Foxtrot,Safe
11,6,1,Audrina & Tony,,Audrina & Tony,Paso doble,Eliminated
11,6,2,Kyle & Lacey,,Kyle & Lacey,Tango,Safe
11,6,3,Jennifer & Derek,,Jennifer & Derek,Paso doble,Safe
11,6,4,Rick & Cheryl,,Rick & Cheryl,Tango,Safe
11,6,5,Bristol & Mark,,Bristol & Mark,Tango,Safe
11,6,6,Kurt & Anna,,Kurt & Anna,Paso doble,Safe
11,6,7,Brandy & Maks,,Brandy & Maks,Tango,Safe
11,6,8,Kurt & Anna,,Kurt & Anna,Rock and roll Marathon,Safe
11,6,9,Bristol & Mark,,Bristol & Mark,,Safe
11,6,10,Rick & Cheryl,,Rick & Cheryl,,Safe
11,6,11,Kyle & Lacey,,Kyle & Lacey,,Safe
11,6,12,Audrina & Tony,,Audrina & Tony,,Safe
11,6,13,Jennifer & Derek,,Jennifer & Derek,,Safe
11,6,14,Brandy & Maks,,Brandy & Maks,,Safe
11,7,1,Bristol & Mark,Kyle & Lacey,Bristol & Mark / Kyle & Lacey / Rick & Cheryl,Cha-cha-cha,
11,7,2,Brandy & Maks,Jennifer & Derek,Brandy & Maks / Jennifer & Derek / Kurt & Anna,Cha-cha-cha,
11,7,1,Kyle & Lacey,,Kyle & Lacey,Paso doble,Safe
11,7,2,Kurt & Anna,,Kurt & Anna,Tango,Safe
11,7,3,Bristol & Mark,,Bristol & Mark,Viennese waltz,Safe
11,7,4,Rick & Cheryl,,Rick & Cheryl,Quickstep,Eliminated
11,7,5,Brandy & Maks,,Brandy & Maks,Foxtrot,Safe
11,7,6,Jennifer & Derek,,Jennifer & Derek,Tango,Safe
11,8,1,Kyle & Lacey,,Kyle & Lacey,Viennese waltz,Safe
11,8,1,Kyle & Lacey,,Kyle & Lacey,,Safe
11,8,2,Jennifer & Derek,,Jennifer & Derek,Quickstep,Safe
11,8,2,Jennifer & Derek,,Jennifer & Derek,,Safe
11,8,3,Kurt & Anna,,Kurt & Anna,Waltz,Eliminated
11,8,3,Kurt & Anna,,Kurt & Anna,,Eliminated
11,8,4,Bristol & Mark,,Bristol & Mark,Argentine tango,Safe
11,8,4,Bristol & Mark,,Bristol & Mark,,Safe
11,8,5,Brandy & Maks,,Brandy & Maks,Waltz,Safe
11,8,5,Brandy & Maks,,Brandy & Maks,,Safe
11,9,1,Brandy & Maks,,Brandy & Maks,Paso doble,Eliminated
11,9,1,Brandy & Maks,,Brandy & Maks,,Eliminated
11,9,2,Jennifer & Derek,,Jennifer & Derek,Cha-cha-cha,Safe
11,9,2,Jennifer & Derek,,Jennifer & Derek,,Safe
11,9,3,Bristol & Mark,,Bristol & Mark,Paso doble,Safe
11,9,3,Bristol & Mark,,Bristol & Mark,,Safe
11,9,4,Kyle & Lacey,,Kyle & Lacey,Samba,Safe
11,9,4,Kyle & Lacey,,Kyle & Lacey,,Safe
11,10,1,Kyle & Lacey,,Kyle & Lacey,Foxtrot,
11,10,1,Kyle & Lacey,,Kyle & Lacey,,
11,10,2,Bristol & Mark,,Bristol & Mark,Jive,
11,10,2,Bristol & Mark,,Bristol & Mark,,
11,10,3,Jennifer & Derek,,Jennifer & Derek,Paso doble,
11,10,3,Jennifer & Derek,,Jennifer & Derek,,
11,10,1,Kyle & Lacey,,Kyle & Lacey,Tango,Runners-Up
11,10,2,Bristol & Mark,,Bristol & Mark,Tango,Third Place
11,10,3,Jennifer & Derek,,Jennifer & Derek,Viennese waltz,Winners
11,10,4,Kyle & Lacey,,Kyle & Lacey,Cha-cha-cha Relay,Winners
11,10,5,Jennifer & Derek,,Jennifer & Derek,,Winners
11,10,6,Bristol & Mark,,Bristol & Mark,,Winners
12,1,1,Chelsea & Mark,,Chelsea & Mark,Foxtrot,
12,1,2,Wendy & Tony,,Wendy & Tony,Cha-cha-cha,
12,1,3,Hines & Kym,,Hines & Kym,Cha-cha-cha,
12,1,4,Petra & Dmitry,,Petra & Dmitry,Foxtrot,
12,1,5,Romeo & Chelsie,,Romeo & Chelsie,Cha-cha-cha,
12,1,6,Sugar Ray & Anna,,Sugar Ray & Anna,Foxtrot,
12,1,7,Kendra & Louis,,Kendra & Louis,Cha-cha-cha,
12,1,8,Ralph & Karina,,Ralph & Karina,Foxtrot,
12,1,9,Chris & Cheryl,,Chris & Cheryl,Cha-cha-cha,
12,1,10,Mike & Lacey,,Mike & Lacey,Foxtrot,
12,1,11,Kirstie & Maks,,Kirstie & Maks,Cha-cha-cha,
12,2,1,Sugar Ray & Anna,,Sugar Ray & Anna,Jive,Safe
12,2,2,Kendra & Louis,,Kendra & Louis,Quickstep,Safe
12,2,3,Chelsea & Mark,,Chelsea & Mark,Jive,Safe
12,2,4,Chris & Cheryl,,Chris & Cheryl,Quickstep,Safe
12,2,5,Petra & Dmitry,,Petra & Dmitry,Jive,Safe
12,2,6,Kirstie & Maks,,Kirstie & Maks,Quickstep,Safe
12,2,7,Mike & Lacey,,Mike & Lacey,Jive,Eliminated
12,2,8,Romeo & Chelsie,,Romeo & Chelsie,Quickstep,Safe
12,2,9,Wendy & Tony,,Wendy & Tony,Quickstep,Safe
12,2,10,Ralph & Karina,,Ralph & Karina,Jive,Safe
12,2,11,Hines & Kym,,Hines & Kym,Quickstep,Safe
12,3,1,Wendy & Tony,,Wendy & Tony,Foxtrot,Eliminated
12,3,2,Chelsea & Mark,,Chelsea & Mark,Cha-cha-cha,Safe
12,3,3,Chris & Cheryl,,Chris & Cheryl,Rumba,Safe
12,3,4,Kendra & Louis,,Kendra & Louis,Rumba,Safe
12,3,5,Romeo & Chelsie,,Romeo & Chelsie,Rumba,Safe
12,3,6,Hines & Kym,,Hines & Kym,Samba,Safe
12,3,7,Petra & Dmitry,,Petra & Dmitry,Waltz,Safe
12,3,8,Sugar Ray & Anna,,Sugar Ray & Anna,Paso doble,Safe
12,3,9,Kirstie & Maks,,Kirstie & Maks,Rumba,Safe
12,3,10,Ralph & Karina,,Ralph & Karina,Rumba,Safe
12,4,1,Romeo & Chelsie,,Romeo & Chelsie,Paso doble,Safe
12,4,2,Kendra & Louis,,Kendra & Louis,Viennese waltz,Safe
12,4,3,Sugar Ray & Anna,,Sugar Ray & Anna,Viennese waltz,Eliminated
12,4,4,Petra & Dmitry,,Petra & Dmitry,Paso doble,Safe
12,4,5,Ralph & Karina,,Ralph & Karina,Waltz,Safe
12,4,6,Hines & Kym,,Hines & Kym,Paso doble,Safe
12,4,7,Chelsea & Mark,,Chelsea & Mark,Viennese waltz,Safe
12,4,8,Chris & Cheryl,,Chris & Cheryl,Paso doble,Safe
12,4,9,Kirstie & Maks,,Kirstie & Maks,Waltz,Safe
12,5,1,Ralph & Karina,,Ralph & Karina,Samba,Safe
12,5,2,Chris & Cheryl,,Chris & Cheryl,Viennese waltz,Safe
12,5,3,Petra & Dmitry,,Petra & Dmitry,Quickstep,Eliminated
12,5,4,Romeo & Chelsie,,Romeo & Chelsie,Foxtrot,Safe
12,5,5,Hines & Kym,,Hines & Kym,Rumba,Safe
12,5,6,Kirstie & Maks,,Kirstie & Maks,Foxtrot,Safe
12,5,7,Kendra & Louis,,Kendra & Louis,Foxtrot,Safe
12,5,8,Chelsea & Mark,,Chelsea & Mark,Samba,Safe
12,6,1,Kirstie & Maks,,Kirstie & Maks,Samba,Safe
12,6,2,Chris & Cheryl,,Chris & Cheryl,Tango,Eliminated
12,6,3,Romeo & Chelsie,,Romeo & Chelsie,Waltz,Safe
12,6,4,Chelsea & Mark,,Chelsea & Mark,Quickstep,Safe
12,6,5,Kendra & Louis,,Kendra & Louis,Samba,Safe
12,6,6,Hines & Kym,,Hines & Kym,Viennese waltz,Safe
12,6,7,Ralph & Karina,,Ralph & Karina,Paso doble,Safe
12,7,1,Chelsea & Mark,Ralph & Karina,Chelsea & Mark / Ralph & Karina / Romeo & Chelsie,Team Cha-cha-cha,
12,7,2,Hines & Kym,Kendra & Louis,Hines & Kym / Kendra & Louis / Kirstie & Maks,Team Cha-cha-cha,
12,7,3,Chelsea & Mark,,Chelsea & Mark,Paso doble,Safe
12,7,4,Kendra & Louis,,Kendra & Louis,Tango,Eliminated
12,7,5,Kirstie & Maks,,Kirstie & Maks,Jive,Safe
12,7,6,Ralph & Karina,,Ralph & Karina,Quickstep,Safe
12,7,7,Hines & Kym,,Hines & Kym,Tango,Safe
12,7,8,Romeo & Chelsie,,Romeo & Chelsie,Samba,Safe
12,8,1,Chelsea & Mark,,Chelsea & Mark,Waltz,Safe
12,8,1,Chelsea & Mark,,Chelsea & Mark,,Safe
12,8,2,Hines & Kym,,Hines & Kym,Foxtrot,Safe
12,8,2,Hines & Kym,,Hines & Kym,,Safe
12,8,3,Romeo & Chelsie,,Romeo & Chelsie,Tango,Eliminated
12,8,3,Romeo & Chelsie,,Romeo & Chelsie,,Eliminated
12,8,4,Ralph & Karina,,Ralph & Karina,Viennese waltz,Safe
12,8,4,Ralph & Karina,,Ralph & Karina,,Safe
12,8,5,Kirstie & Maks,,Kirstie & Maks,Argentine tango,Safe
12,8,5,Kirstie & Maks,,Kirstie & Maks,,Safe
12,9,1,Ralph & Karina,,Ralph & Karina,Argentine tango,Eliminated
12,9,1,Ralph & Karina,,Ralph & Karina,,Eliminated
12,9,2,Kirstie & Maks,,Kirstie & Maks,Viennese waltz,Safe
12,9,2,Kirstie & Maks,,Kirstie & Maks,,Safe
12,9,3,Chelsea & Mark,,Chelsea & Mark,Argentine tango,Safe
12,9,3,Chelsea & Mark,,Chelsea & Mark,,Safe
12,9,4,Hines & Kym,,Hines & Kym,Argentine tango,Safe
12,9,4,Hines & Kym,,Hines & Kym,,Safe
12,9,1,Hines & Kym,,Hines & Kym,Cha-cha-cha,Winners
12,9,2,Ralph & Karina,,Ralph & Karina,""" Mustang Sally "" — Wilson Pickett",Winners
12,9,3,Chelsea & Mark,,Chelsea & Mark,Cha-cha-cha,Winners
12,9,4,Kirstie & Maks,,Kirstie & Maks,""" Walkin' On The Sun "" — Smash Mouth",Winners
12,9,5,Chelsea & Mark,,Chelsea & Mark,Cha-cha-cha,Winners
12,9,6,Hines & Kym,,Hines & Kym,Losers,Winners
12,10,1,Chelsea & Mark,,Chelsea & Mark,Samba,
12,10,1,Chelsea & Mark,,Chelsea & Mark,,
12,10,2,Kirstie & Maks,,Kirstie & Maks,Samba,
12,10,2,Kirstie & Maks,,Kirstie & Maks,,
12,10,3,Hines & Kym,,Hines & Kym,Quickstep,
12,10,3,Hines & Kym,,Hines & Kym,,
12,10,1,Chelsea & Mark,,Chelsea & Mark,Viennese waltz,Third Place
12,10,2,Kirstie & Maks,,Kirstie & Maks,Cha-cha-cha,Runners-Up
12,10,3,Hines & Kym,,Hines & Kym,Samba,Winners
13,1,1,Ron & Peta,,Ron & Peta,Cha-cha-cha,Eliminated
13,1,2,Rob & Cheryl,,Rob & Cheryl,Viennese waltz,Safe
13,1,3,Kristin & Mark,,Kristin & Mark,Cha-cha-cha,Safe
13,1,4,Chynna & Tony,,Chynna & Tony,Viennese waltz,Safe
13,1,5,Nancy & Tristan,,Nancy & Tristan,Cha-cha-cha,Safe
13,1,6,David & Kym,,David & Kym,Viennese waltz,Safe
13,1,7,Elisabetta & Val,,Elisabetta & Val,Cha-cha-cha,Safe
13,1,8,Hope & Maks,,Hope & Maks,Viennese waltz,Safe
13,1,9,Carson & Anna,,Carson & Anna,Cha-cha-cha,Safe
13,1,10,J.R. & Karina,,J.R. & Karina,Viennese waltz,Safe
13,1,11,Ricki & Derek,,Ricki & Derek,Viennese waltz,Safe
13,1,12,Chaz & Lacey,,Chaz & Lacey,Cha-cha-cha,Safe
13,2,1,Hope & Maks,,Hope & Maks,Jive,Safe
13,2,2,Kristin & Mark,,Kristin & Mark,Quickstep,Safe
13,2,3,David & Kym,,David & Kym,Jive,Bottom Two
13,2,4,Elisabetta & Val,,Elisabetta & Val,Quickstep,Eliminated
13,2,5,Rob & Cheryl,,Rob & Cheryl,Jive,Safe
13,2,6,Carson & Anna,,Carson & Anna,Quickstep,Safe
13,2,7,Ricki & Derek,,Ricki & Derek,Jive,Safe
13,2,8,Chaz & Lacey,,Chaz & Lacey,Quickstep,Safe
13,2,9,Chynna & Tony,,Chynna & Tony,Jive,Safe
13,2,10,Nancy & Tristan,,Nancy & Tristan,Quickstep,Safe
13,2,11,J.R. & Karina,,J.R. & Karina,Jive,Safe
13,3,1,Rob & Cheryl,,Rob & Cheryl,Foxtrot,Safe
13,3,2,Chynna & Tony,,Chynna & Tony,Rumba,Safe
13,3,3,Chaz & Lacey,,Chaz & Lacey,Rumba,Safe
13,3,4,Kristin & Mark,,Kristin & Mark,Samba,Eliminated
13,3,5,Carson & Anna,,Carson & Anna,Tango,Safe
13,3,6,J.R. & Karina,,J.R. & Karina,Rumba,Safe
13,3,7,Nancy & Tristan,,Nancy & Tristan,Waltz,Safe
13,3,8,Ricki & Derek,,Ricki & Derek,Rumba,Safe
13,3,9,Hope & Maks,,Hope & Maks,Cha-cha-cha,Safe
13,3,10,David & Kym,,David & Kym,Rumba,Safe
13,4,1,Chynna & Tony,,Chynna & Tony,Tango,Eliminated
13,4,2,David & Kym,,David & Kym,Paso doble,Safe
13,4,3,Carson & Anna,,Carson & Anna,Viennese waltz,Safe
13,4,4,Nancy & Tristan,,Nancy & Tristan,Paso doble,Safe
13,4,5,Hope & Maks,,Hope & Maks,Foxtrot,Safe
13,4,6,Rob & Cheryl,,Rob & Cheryl,Paso doble,Safe
13,4,7,Ricki & Derek,,Ricki & Derek,Tango,Safe
13,4,8,Chaz & Lacey,,Chaz & Lacey,Paso doble,Safe
13,4,9,J.R. & Karina,,J.R. & Karina,Foxtrot,Safe
13,5,1,Hope & Maks,,Hope & Maks,Tango,Safe
13,5,2,Carson & Anna,,Carson & Anna,Jive,Eliminated
13,5,3,Nancy & Tristan,,Nancy & Tristan,Rumba,Safe
13,5,4,J.R. & Karina,,J.R. & Karina,Samba,Safe
13,5,5,Rob & Cheryl,,Rob & Cheryl,Rumba,Safe
13,5,6,Chaz & Lacey,,Chaz & Lacey,Samba,Safe
13,5,7,David & Kym,,David & Kym,Tango,Safe
13,5,8,Ricki & Derek,,Ricki & Derek,Foxtrot,Safe
13,6,1,Rob & Cheryl,,Rob & Cheryl,Cha-cha-cha,Safe
13,6,2,Nancy & Tristan,,Nancy & Tristan,Foxtrot,Safe
13,6,3,David & Kym,,David & Kym,Quickstep,Safe
13,6,4,Ricki & Derek,,Ricki & Derek,Quickstep,Safe
13,6,5,Chaz & Lacey,,Chaz & Lacey,Tango,Eliminated
13,6,6,Hope & Maks,,Hope & Maks,Rumba,Safe
13,6,7,J.R. & Karina,,J.R. & Karina,Quickstep,Safe
13,6,8,Chaz & Lacey,David & Kym,Chaz & Lacey / David & Kym / Hope & Maks / J.R. & Karina / Nancy & Tristan / Ricki & Derek / Rob & Cheryl,Group Broadway,Safe
13,7,1,David & Kym,,David & Kym,Cha-cha-cha,Eliminated
13,7,2,J.R. & Karina,,J.R. & Karina,Tango,Safe
13,7,3,Nancy & Tristan,,Nancy & Tristan,Jive,Bottom Two
13,7,4,Rob & Cheryl,,Rob & Cheryl,Tango,Safe
13,7,5,Ricki & Derek,,Ricki & Derek,Paso doble,Safe
13,7,6,Hope & Maks,,Hope & Maks,Samba,Safe
13,7,7,David & Kym,J.R. & Karina,David & Kym / J.R. & Karina / Nancy & Tristan,Team Tango,Safe
13,7,8,Hope & Maks,Ricki & Derek,Hope & Maks / Ricki & Derek / Rob & Cheryl,Team Paso doble,Safe
13,8,1,Rob & Cheryl,,Rob & Cheryl,Quickstep,Safe
13,8,1,Rob & Cheryl,,Rob & Cheryl,,Safe
13,8,2,Hope & Maks,,Hope & Maks,Quickstep,Safe
13,8,2,Hope & Maks,,Hope & Maks,,Safe
13,8,3,Ricki & Derek,,Ricki & Derek,Waltz,Safe
13,8,3,Ricki & Derek,,Ricki & Derek,,Safe
13,8,4,Nancy & Tristan,,Nancy & Tristan,Tango,Eliminated
13,8,4,Nancy & Tristan,,Nancy & Tristan,,Eliminated
13,8,5,J.R. & Karina,,J.R. & Karina,Waltz,Safe
13,8,5,J.R. & Karina,,J.R. & Karina,,Safe
13,9,1,Hope & Maks,,Hope & Maks,Paso doble,Eliminated
13,9,1,Hope & Maks,,Hope & Maks,,Eliminated
13,9,2,J.R. & Karina,,J.R. & Karina,Paso doble,Safe
13,9,2,J.R. & Karina,,J.R. & Karina,,Safe
13,9,3,Rob & Cheryl,,Rob & Cheryl,Samba,Safe
13,9,3,Rob & Cheryl,,Rob & Cheryl,,Safe
13,9,4,Ricki & Derek,,Ricki & Derek,Samba,Safe
13,9,4,Ricki & Derek,,Ricki & Derek,,Safe
13,9,5,Hope & Maks,,Hope & Maks,Cha-cha-cha Relay,Safe
13,9,6,J.R. & Karina,,J.R. & Karina,,Safe
13,9,7,Ricki & Derek,,Ricki & Derek,,Safe
13,9,8,Rob & Cheryl,,Rob & Cheryl,,Safe
13,10,1,Ricki & Derek,,Ricki & Derek,Cha-cha-cha,
13,10,1,Ricki & Derek,,Ricki & Derek,,
13,10,2,Rob & Cheryl,,Rob & Cheryl,Waltz,
13,10,2,Rob & Cheryl,,Rob & Cheryl,,
13,10,3,J.R. & Karina,,J.R. & Karina,Cha-cha-cha,
13,10,3,J.R. & Karina,,J.R. & Karina,,
13,10,1,Ricki & Derek,,Ricki & Derek,Tango,Eliminated
13,10,2,Rob & Cheryl,,Rob & Cheryl,Foxtrot,Safe
13,10,3,J.R. & Karina,,J.R. & Karina,Jive,Safe
13,10,3,J.R. & Karina,,J.R. & Karina,Samba,Winners
13,10,4,Rob & Cheryl,,Rob & Cheryl,Runners-up,Winners
14,1,1,Maria & Derek,,Maria & Derek,Cha-cha-cha,
14,1,2,Jack & Anna,,Jack & Anna,Foxtrot,
14,1,3,Donald & Peta,,Donald & Peta,Cha-cha-cha,
14,1,4,Gavin & Karina,,Gavin & Karina,Foxtrot,
14,1,5,Roshon & Chelsie,,Roshon & Chelsie,Cha-cha-cha,
14,1,6,Sherri & Val,,Sherri & Val,Foxtrot,
14,1,7,Melissa & Maks,,Melissa & Maks,Cha-cha-cha,
14,1,8,William & Cheryl,,William & Cheryl,Cha-cha-cha,
14,1,9,Martina & Tony,,Martina & Tony,Foxtrot,
14,1,10,Katherine & Mark,,Katherine & Mark,Foxtrot,
14,1,11,Gladys & Tristan,,Gladys & Tristan,Cha-cha-cha,
14,1,12,Jaleel & Kym,,Jaleel & Kym,Foxtrot,
14,2,1,Roshon & Chelsie,,Roshon & Chelsie,Quickstep,Safe
14,2,2,Sherri & Val,,Sherri & Val,Jive,Safe
14,2,3,Melissa & Maks,,Melissa & Maks,Quickstep,Safe
14,2,4,Jack & Anna,,Jack & Anna,Jive,Safe
14,2,5,Gladys & Tristan,,Gladys & Tristan,Quickstep,Safe
14,2,6,Katherine & Mark,,Katherine & Mark,Jive,Safe
14,2,7,Jaleel & Kym,,Jaleel & Kym,Jive,Safe
14,2,8,Maria & Derek,,Maria & Derek,Quickstep,Safe
14,2,9,Martina & Tony,,Martina & Tony,Jive,Eliminated
14,2,10,Donald & Peta,,Donald & Peta,Quickstep,Safe
14,2,11,Gavin & Karina,,Gavin & Karina,Jive,Bottom Two
14,2,12,William & Cheryl,,William & Cheryl,Quickstep,Safe
14,3,1,Jack & Anna,,Jack & Anna,Samba,Eliminated
14,3,2,Maria & Derek,,Maria & Derek,Rumba,Safe
14,3,3,Gladys & Tristan,,Gladys & Tristan,Foxtrot,Safe
14,3,4,Roshon & Chelsie,,Roshon & Chelsie,Samba,Safe
14,3,5,Gavin & Karina,,Gavin & Karina,Rumba,Bottom Two
14,3,6,Katherine & Mark,,Katherine & Mark,Waltz,Safe
14,3,7,Sherri & Val,,Sherri & Val,Rumba,Safe
14,3,8,Melissa & Maks,,Melissa & Maks,Jive,Safe
14,3,9,Jaleel & Kym,,Jaleel & Kym,Rumba,Safe
14,3,10,William & Cheryl,,William & Cheryl,Salsa,Safe
14,3,11,Donald & Peta,,Donald & Peta,Rumba,Safe
14,4,1,Sherri & Val,,Sherri & Val,Tango,Eliminated
14,4,2,Katherine & Mark,,Katherine & Mark,Paso doble,Safe
14,4,3,Jaleel & Kym,,Jaleel & Kym,Tango,Safe
14,4,4,Melissa & Maks,,Melissa & Maks,Paso doble,Safe
14,4,5,Donald & Peta,,Donald & Peta,Paso doble,Safe
14,4,6,Gladys & Tristan,,Gladys & Tristan,Tango,Safe
14,4,7,William & Cheryl,,William & Cheryl,Jive,Safe
14,4,8,Roshon & Chelsie,,Roshon & Chelsie,Viennese waltz,Bottom Two
14,4,9,Maria & Derek,,Maria & Derek,Tango,Safe
14,4,10,Gavin & Karina,,Gavin & Karina,Tango,Safe
14,5,1,Jaleel & Kym,,Jaleel & Kym,Samba,Bottom Two
14,5,2,Melissa & Maks,,Melissa & Maks,Salsa,Safe
